GAME_ID,TEAM_ID,PLAYER_ID,MIN,PTS,REB,AST,STL,BLK,TO,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,PF,PLUS_MINUS
42300405,1610612742,1641726,24:05,2.0,4.0,0.0,0.0,1.0,1.0,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,-6.0
42300405,1610612742,1630182,22:22,14.0,2.0,0.0,0.0,0.0,0.0,5.0,8.0,0.625,4.0,6.0,0.667,0.0,0.0,0.0,1.0,1.0,1.0,-8.0
42300405,1610612742,1628467,13:26,2.0,3.0,1.0,0.0,0.0,0.0,1.0,3.0,0.333,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,-12.0
42300405,1610612742,203957,8:49,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.0,0.0,0.0,-6.0
42300405,1610612742,203501,8:37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
42300405,1610612742,1630702,2:37,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.0,0.0,0.0,1.0,2.0,0.5,0.0,0.0,0.0,3.0
42300405,1610612742,203939,2:37,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0
42300405,1610612742,1630639,2:37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
42300405,1610612742,1641765,2:37,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0
42300405,1610612742,202693,,,,,,,,,,,,,,,,,,,,
42300405,1610612738,1627759,44:15,21.0,8.0,6.0,2.0,0.0,1.0,7.0,23.0,0.304,2.0,9.0,0.222,5.0,6.0,0.833,0.0,8.0,4.0,20.0
42300405,1610612738,1628369,44:57,31.0,8.0,11.0,2.0,0.0,2.0,11.0,24.0,0.458,1.0,7.0,0.143,8.0,8.0,1.0,1.0,7.0,2.0,18.0
42300405,1610612738,201143,31:35,9.0,9.0,2.0,2.0,0.0,0.0,3.0,6.0,0.5,2.0,3.0,0.667,1.0,2.0,0.5,2.0,7.0,3.0,20.0
42300405,1610612738,1628401,38:08,14.0,8.0,1.0,2.0,1.0,2.0,4.0,10.0,0.4,4.0,8.0,0.5,2.0,2.0,1.0,4.0,4.0,0.0,1.0
42300405,1610612738,201950,43:08,15.0,11.0,4.0,0.0,1.0,2.0,7.0,14.0,0.5,1.0,3.0,0.333,0.0,0.0,0.0,4.0,7.0,3.0,21.0
42300405,1610612738,204001,16:05,5.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,0.5,0.0,2.0,0.0,1.0,2.0,0.5,0.0,1.0,2.0,8.0
42300405,1610612738,1630573,17:07,8.0,4.0,1.0,1.0,0.0,0.0,3.0,7.0,0.429,2.0,6.0,0.333,0.0,0.0,0.0,3.0,1.0,1.0,3.0
42300405,1610612738,1630202,1:25,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
42300405,1610612738,1628436,2:02,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-2.0
42300405,1610612738,1629052,0:39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42300405,1610612738,1629004,0:39,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
42300405,1610612738,1629674,,,,,,,,,,,,,,,,,,,,
42300405,1610612738,1630531,,,,,,,,,,,,,,,,,,,,
42300405,1610612738,1630214,,,,,,,,,,,,,,,,,,,,
42300405,1610612738,1641775,,,,,,,,,,,,,,,,,,,,
