GAME_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_ID,PLAYER_NAME,START_POSITION,MIN,PTS,REB,AST,STL,BLK,TO,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,PF,PLUS_MINUS,EFFICIENCY,TRUE_SHOOTING_PCT,AST_TO_RATIO,THREE_POINT_RATE,FREE_THROW_RATE
42500403,1610612752,NYK,1629013,Landry Shamet,,23:24,3.0,4.0,2.0,0.0,1.0,0.0,1.0,8.0,0.125,1.0,7.0,0.143,0.0,0.0,0.0,2.0,2.0,5.0,-20.0,3.0,0.1875,,0.875,0.0
42500403,1610612752,NYK,1630540,Miles McBride,,8:40,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-3.0,0.0,0.0,1.0,0.0
42500403,1610612752,NYK,1629011,Mitchell Robinson,,7:04,5.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,0.667,0.0,0.0,0.0,1.0,2.0,0.5,4.0,0.0,0.0,-13.0,7.0,0.6443298969072165,,0.0,0.6666666666666666
42500403,1610612752,NYK,1630631,Jose Alvarado,,12:23,4.0,3.0,1.0,0.0,0.0,0.0,2.0,5.0,0.4,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,5.0,5.0,0.4,,0.4,0.0
42500403,1610612752,NYK,203903,Jordan Clarkson,,13:15,10.0,3.0,1.0,1.0,0.0,2.0,4.0,7.0,0.571,2.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,8.0,10.0,0.7142857142857143,0.5,0.2857142857142857,0.0
42500403,1610612752,NYK,1631110,Jeremy Sochan,,0:10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
42500403,1610612752,NYK,1642359,Pacôme Dadiet,,,,,,,,,,,,,,,,,,,,,,,,,,
42500403,1610612752,NYK,1642885,Mohamed Diawara,,,,,,,,,,,,,,,,,,,,,,,,,,
42500403,1610612752,NYK,1630574,Ariel Hukporti,,,,,,,,,,,,,,,,,,,,,,,,,,
42500403,1610612752,NYK,1642278,Tyler Kolek,,,,,,,,,,,,,,,,,,,,,,,,,,
42500404,1610612759,SAS,1630577,Julian Champagnie,F,33:00,5.0,5.0,3.0,4.0,0.0,0.0,2.0,9.0,0.222,1.0,7.0,0.143,0.0,0.0,0.0,0.0,5.0,1.0,-4.0,10.0,0.2777777777777778,,0.7777777777777778,0.0
42500404,1610612759,SAS,1630170,Devin Vassell,F,40:21,18.0,5.0,4.0,1.0,0.0,1.0,6.0,9.0,0.667,5.0,8.0,0.625,1.0,1.0,1.0,1.0,4.0,2.0,-7.0,24.0,0.9533898305084746,4.0,0.8888888888888888,0.1111111111111111
42500404,1610612759,SAS,1641705,Victor Wembanyama,C,43:55,24.0,13.0,1.0,0.0,3.0,0.0,9.0,25.0,0.36,2.0,8.0,0.25,4.0,7.0,0.571,5.0,8.0,1.0,1.0,22.0,0.4273504273504274,,0.32,0.28
42500404,1610612759,SAS,1642264,Stephon Castle,G,25:56,13.0,5.0,5.0,0.0,0.0,3.0,2.0,7.0,0.286,1.0,3.0,0.333,8.0,8.0,1.0,2.0,3.0,5.0,-11.0,15.0,0.6178707224334601,1.6666666666666667,0.42857142857142855,1.1428571428571428
42500404,1610612759,SAS,1628368,De'Aaron Fox,G,37:25,18.0,5.0,7.0,2.0,1.0,4.0,6.0,16.0,0.375,4.0,9.0,0.444,2.0,2.0,1.0,2.0,3.0,3.0,1.0,19.0,0.533175355450237,1.75,0.5625,0.125
