GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0042500405,1610612752,NYK,New York,1628404,Josh Hart,Josh,F,,39:10,4.0,11.0,0.364,3.0,6.0,0.5,2.0,3.0,0.667,3.0,8.0,11.0,2.0,0.0,0.0,1.0,3.0,13.0,15.0
0042500405,1610612752,NYK,New York,1628384,OG Anunoby,OG,F,,32:47,3.0,11.0,0.273,1.0,5.0,0.2,4.0,6.0,0.667,0.0,8.0,8.0,0.0,3.0,1.0,1.0,5.0,11.0,2.0
0042500405,1610612752,NYK,New York,1626157,Karl-Anthony Towns,Karl-Anthony,C,,22:44,1.0,7.0,0.143,0.0,2.0,0.0,0.0,0.0,0.0,1.0,9.0,10.0,1.0,3.0,1.0,5.0,6.0,2.0,-4.0
0042500405,1610612752,NYK,New York,1628969,Mikal Bridges,Mikal,G,,38:34,5.0,10.0,0.5,3.0,7.0,0.429,1.0,2.0,0.5,0.0,2.0,2.0,4.0,0.0,1.0,0.0,1.0,14.0,6.0
0042500405,1610612752,NYK,New York,1628973,Jalen Brunson,Jalen,G,,41:07,14.0,27.0,0.519,4.0,7.0,0.571,13.0,15.0,0.867,1.0,2.0,3.0,3.0,2.0,0.0,3.0,1.0,45.0,10.0
0042500405,1610612752,NYK,New York,1629013,Landry Shamet,Landry,,,13:13,2.0,7.0,0.286,1.0,4.0,0.25,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,5.0,-14.0
0042500405,1610612752,NYK,New York,1630631,Jose Alvarado,Jose,,,11:25,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-11.0
0042500405,1610612752,NYK,New York,1629011,Mitchell Robinson,Mitchell,,,19:59,1.0,2.0,0.5,0.0,0.0,0.0,0.0,2.0,0.0,6.0,4.0,10.0,2.0,0.0,0.0,0.0,1.0,2.0,5.0
0042500405,1610612752,NYK,New York,1630540,Miles McBride,Miles,,,12:53,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0
0042500405,1610612752,NYK,New York,1630574,Ariel Hukporti,Ariel,,,1:52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0
0042500405,1610612752,NYK,New York,203903,Jordan Clarkson,Jordan,,,6:07,1.0,5.0,0.2,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0
0042500405,1610612752,NYK,New York,1631110,Jeremy Sochan,Jeremy,,,0:09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0042500405,1610612752,NYK,New York,1642359,Pacôme Dadiet,Pacôme,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
0042500405,1610612752,NYK,New York,1642885,Mohamed Diawara,Mohamed,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
0042500405,1610612752,NYK,New York,1642278,Tyler Kolek,Tyler,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
0042500405,1610612759,SAS,San Antonio,1630170,Devin Vassell,Devin,F,,39:12,5.0,8.0,0.625,2.0,5.0,0.4,0.0,0.0,0.0,0.0,7.0,7.0,2.0,2.0,1.0,0.0,1.0,12.0,-11.0
0042500405,1610612759,SAS,San Antonio,1630577,Julian Champagnie,Julian,F,,30:40,5.0,9.0,0.556,4.0,8.0,0.5,0.0,0.0,0.0,2.0,5.0,7.0,1.0,1.0,0.0,4.0,3.0,14.0,-10.0
0042500405,1610612759,SAS,San Antonio,1641705,Victor Wembanyama,Victor,C,,37:52,7.0,19.0,0.368,1.0,6.0,0.167,4.0,5.0,0.8,6.0,8.0,14.0,2.0,0.0,5.0,2.0,3.0,19.0,-3.0
0042500405,1610612759,SAS,San Antonio,1642264,Stephon Castle,Stephon,G,,32:03,1.0,10.0,0.1,0.0,3.0,0.0,4.0,6.0,0.667,1.0,4.0,5.0,4.0,1.0,0.0,3.0,4.0,6.0,-1.0
0042500405,1610612759,SAS,San Antonio,1628368,De'Aaron Fox,De'Aaron,G,,36:46,3.0,15.0,0.2,1.0,8.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,1.0,2.0,7.0,1.0
0042500405,1610612759,SAS,San Antonio,1642844,Dylan Harper,Dylan,,,31:07,10.0,19.0,0.526,2.0,4.0,0.5,3.0,6.0,0.5,2.0,3.0,5.0,4.0,0.0,1.0,0.0,5.0,25.0,-12.0
0042500405,1610612759,SAS,San Antonio,1629640,Keldon Johnson,Keldon,,,16:09,2.0,5.0,0.4,2.0,3.0,0.667,1.0,2.0,0.5,2.0,3.0,5.0,0.0,0.0,0.0,0.0,2.0,7.0,17.0
0042500405,1610612759,SAS,San Antonio,1628436,Luke Kornet,Luke,,,10:15,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,-3.0
0042500405,1610612759,SAS,San Antonio,1642868,Carter Bryant,Carter,,,5:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
0042500405,1610612759,SAS,San Antonio,203084,Harrison Barnes,Harrison,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
0042500405,1610612759,SAS,San Antonio,202687,Bismack Biyombo,Bismack,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
0042500405,1610612759,SAS,San Antonio,1629162,Jordan McLaughlin,Jordan,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
0042500405,1610612759,SAS,San Antonio,203482,Kelly Olynyk,Kelly,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
0042500405,1610612759,SAS,San Antonio,203486,Mason Plumlee,Mason,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
0042500405,1610612759,SAS,San Antonio,1630322,Lindy Waters III,Lindy,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
